Title,playerNum,Online,Genre,Publisher,RS,Sales,UP,Console,AgeRating,Year
The Legend of Heroes III: Song of the Ocean,1,TRUE,Role-Playing (RPG),Namco,58,0.03,17.95,Sony PSP,T,2007
SEGA Rally Revo,1,TRUE,"Racing / Driving,Simulation",Sega,74,0.03,16.95,Sony PSP,T,2007
Bionicle Heroes,1,TRUE,Action,Eidos,52,0.03,17.95,Nintendo Wii,T,2007
Burnout Dominator,4,TRUE,"Action,Racing / Driving",EA,76,0.02,17.95,Sony PSP,T,2007
Samurai Warriors 2: Empires,2,TRUE,"Action,Role-Playing (RPG),Strategy",,53,0.02,19.95,X360,E,2007
Meteos: Disney Magic,1,TRUE,Strategy,Disney,74,0.02,12.95,Nintendo DS,T,2007
Turn It Around,1,TRUE,"Racing / Driving,Sports",,39,0.02,9.95,Nintendo DS,E,2007
Cube,1,TRUE,Strategy,,60,0.02,17.95,Sony PSP,T,2007
Dragoneer's Aria,1,TRUE,Role-Playing (RPG),,56,0.02,24.95,Sony PSP,E,2007
The Fast and the Furious,1,TRUE,Racing / Driving,Namco,58,0.02,22.95,Sony PSP,M,2007
R-Type Command,1,TRUE,Strategy,,69,0.02,14.95,Sony PSP,M,2007
Virtua Tennis 3,1,TRUE,Sports,Sega,79,0.02,16.95,Sony PSP,M,2007
Virtua Tennis 3,4,TRUE,Sports,Sega,80,0.01,14.95,X360,T,2007
Front Mission,1,TRUE,Strategy,SquareEnix,72,0.01,17.95,Nintendo DS,E,2007
Lost in Blue 2,1,TRUE,Role-Playing (RPG),Konami,58,0.01,17.95,Nintendo DS,T,2007
Nervous Brickdown,1,TRUE,Action,,70,0.01,17.95,Nintendo DS,E,2007
Sea Monsters: A Prehistoric Adventure,1,TRUE,"Action,Educational",,43,0.01,13.95,Nintendo DS,T,2007
After Burner: Black Falcon,1,TRUE,Action,Sega,73,0.01,19.95,Sony PSP,M,2007
Capcom Puzzle World,1,TRUE,Strategy,Capcom,65,0.01,19.95,Sony PSP,M,2007
Puzzle Quest: Challenge of the Warlords,1,TRUE,"Role-Playing (RPG),Strategy",,84,0.01,17.95,Sony PSP,T,2007
Smash Court Tennis 3,1,TRUE,Sports,Namco,68,0.01,19.95,Sony PSP,T,2007
UEFA Champions League 2006-2007,1,TRUE,Sports,EA,71,0.01,14.95,Sony PSP,T,2007
Driver: Parallel Lines,1,TRUE,"Action,Racing / Driving",Ubisoft,59,0.01,24.95,Nintendo Wii,E,2007
Mario Kart Wii,4,TRUE,Racing / Driving,Nintendo,82,12.39,29.95,Nintendo Wii,T,2008
Grand Theft Auto IV,1,TRUE,"Action,Racing / Driving",Rockstar,98,5.76,24.95,X360,E,2008
Super Smash Bros.: Brawl,6,TRUE,Action,Nintendo,93,5.71,39.95,Nintendo Wii,T,2008
Call of Duty: World at War,4,TRUE,Action,Activision,84,4.58,29.95,X360,E,2008
Grand Theft Auto IV,1,TRUE,"Action,Racing / Driving",Rockstar,98,3.91,24.95,PlayStation 3,E,2008
Gears of War 2,2,TRUE,Action,Microsoft,93,3.9,24.95,X360,E,2008
Pokmon: Platinum Version,1,TRUE,"Adventure,Role-Playing (RPG)",Nintendo,83,2.86,27.95,Nintendo DS,T,2008
Metal Gear Solid 4: Guns of the Patriots,1,TRUE,Action,Konami,94,2.58,22.95,PlayStation 3,T,2008
Fable II,1,TRUE,Role-Playing (RPG),Microsoft,89,2.55,17.95,X360,E,2008
Call of Duty: World at War,4,TRUE,Action,Activision,85,2.53,29.95,PlayStation 3,T,2008
Guitar Hero: World Tour,4,TRUE,"Action,Simulation",Activision,86,2.47,17.95,Nintendo Wii,T,2008
LittleBigPlanet,4,TRUE,Action,Sony,95,2.46,24.95,PlayStation 3,T,2008
Fallout 3,1,TRUE,"Action,Role-Playing (RPG)",,93,2.44,17.95,X360,T,2008
LEGO Indiana Jones: The Original Adventures,2,TRUE,Action,,77,2.42,9.95,X360,M,2008
Left 4 Dead,2,TRUE,Action,,89,2.39,19.95,X360,M,2008
Madden NFL 09,4,TRUE,Sports,EA,83,2.33,14.95,X360,T,2008
Guitar Hero: On Tour,1,TRUE,"Action,Simulation",Activision,71,2.22,14.95,Nintendo DS,M,2008
Kung Fu Panda,4,TRUE,Action,Activision,75,2.04,9.95,X360,E,2008
Rock Band 2,4,TRUE,"Action,Simulation",,92,1.85,19.95,X360,E,2008
Sega Superstars Tennis,4,TRUE,Sports,Sega,67,1.84,9.95,X360,E,2008
Guitar Hero: World Tour,4,TRUE,"Action,Simulation",Activision,85,1.78,16.95,X360,T,2008
Animal Crossing: City Folk,1,TRUE,Simulation,Nintendo,73,1.78,29.95,Nintendo Wii,T,2008
Mario & Sonic at the Olympic Games,1,TRUE,"Action,Sports","Nintendo,Sega",70,1.74,24.95,Nintendo DS,T,2008
Madden NFL 09,4,TRUE,Sports,EA,85,1.66,14.95,PlayStation 3,E,2008
LEGO Batman: The Videogame,2,TRUE,Action,,76,1.64,14.95,X360,T,2008
Tom Clancy's Rainbow Six: Vegas 2,2,TRUE,Action,Ubisoft,82,1.61,16.95,X360,M,2008
Kirby Super Star Ultra,1,TRUE,Action,Nintendo,76,1.6,24.95,Nintendo DS,M,2008
Star Wars: The Force Unleashed,1,TRUE,Action,,73,1.59,16.95,X360,T,2008
God of War: Chains of Olympus,1,TRUE,Action,Sony,91,1.54,17.95,Sony PSP,T,2008
Fallout 3,1,TRUE,"Action,Role-Playing (RPG)",,90,1.48,17.95,PlayStation 3,M,2008
Pure,1,TRUE,"Racing / Driving,Sports",Disney,85,1.43,12.95,X360,T,2008
LEGO Indiana Jones: The Original Adventures,2,TRUE,Action,,78,1.42,16.95,Nintendo Wii,E,2008
Rock Band,2,TRUE,"Action,Simulation",,92,1.4,17.95,Nintendo Wii,T,2008
LEGO Batman: The Videogame,1,TRUE,"Action,Racing / Driving",,72,1.39,17.95,Nintendo DS,T,2008
Saints Row 2,1,TRUE,"Action,Racing / Driving",THQ,81,1.39,17.95,X360,E,2008
LEGO Batman: The Videogame,2,TRUE,Action,,74,1.32,17.95,Nintendo Wii,E,2008
Call of Duty: World at War,2,TRUE,Action,Activision,83,1.17,29.95,Nintendo Wii,M,2008
Midnight Club: Los Angeles,1,TRUE,Racing / Driving,Rockstar,81,1.15,22.95,X360,E,2008
Mortal Kombat vs. DC Universe,2,TRUE,Action,Midway,76,1.13,24.95,PlayStation 3,E,2008
Army of Two,2,TRUE,Action,EA,72,1.12,16.95,X360,T,2008
Resistance 2,2,TRUE,Action,Sony,87,1.11,24.95,PlayStation 3,E,2008
Rock Band 2,1,TRUE,"Action,Simulation",,91,1.11,24.95,PlayStation 3,E,2008
Midnight Club: Los Angeles,1,TRUE,Racing / Driving,Rockstar,82,1.09,22.95,PlayStation 3,M,2008
Sonic Unleashed,1,TRUE,Action,Sega,66,1.09,17.95,Nintendo Wii,E,2008
NBA 2K9 ,1,TRUE,Sports,2K,84,1.07,12.95,X360,E,2008
Guitar Hero: World Tour,4,TRUE,"Action,Simulation",Activision,84,1.04,17.95,PlayStation 3,E,2008
Guitar Hero: Aerosmith,1,TRUE,"Action,Simulation",Activision,73,1.03,14.95,Nintendo Wii,E,2008
Star Wars: The Force Unleashed,2,TRUE,Action,,71,1.01,14.95,Nintendo Wii,E,2008
Burnout Paradise,1,TRUE,"Action,Racing / Driving",EA,87,1.01,17.95,PlayStation 3,T,2008
Pokmon Ranger: Shadows of Almia,1,TRUE,"Action,Role-Playing (RPG)",Nintendo,68,0.99,24.95,Nintendo DS,T,2008
Mortal Kombat vs. DC Universe,2,TRUE,Action,Midway,72,0.98,24.95,X360,M,2008
Dead Space,1,TRUE,Action,EA,88,0.96,17.95,PlayStation 3,M,2008
Shaun White Snowboarding: Road Trip,1,TRUE,Sports,Ubisoft,78,0.95,14.95,Nintendo Wii,E,2008
Star Wars: The Force Unleashed,1,TRUE,Action,,71,0.92,17.95,PlayStation 3,E,2008
Guitar Hero: Aerosmith,2,TRUE,"Action,Simulation",Activision,70,0.91,9.95,X360,E,2008
SOCOM: U.S. Navy SEALs - Confrontation,1,TRUE,Action,Sony,63,0.91,16.95,PlayStation 3,E,2008
SoulCalibur IV,2,TRUE,Action,Namco,85,0.87,19.95,X360,E,2008
Battlefield: Bad Company,1,TRUE,Action,EA,83,0.83,16.95,X360,E,2008
Saints Row 2,1,TRUE,"Action,Racing / Driving",THQ,82,0.81,17.95,PlayStation 3,M,2008
Guitar Hero: On Tour - Decades,1,TRUE,"Action,Simulation",Activision,72,0.8,17.95,Nintendo DS,T,2008
Devil May Cry 4,1,TRUE,Action,Capcom,84,0.8,17.95,X360,T,2008
Mystery Case Files: MillionHeir,1,TRUE,Adventure,Nintendo,65,0.76,17.95,Nintendo DS,T,2008
Battlefield: Bad Company,1,TRUE,Action,EA,84,0.76,17.95,PlayStation 3,T,2008
Army of Two,2,TRUE,Action,EA,74,0.75,16.95,PlayStation 3,T,2008
Rayman Raving Rabbids TV Party,4,TRUE,"Action,Racing / Driving,Sports,Strategy",Ubisoft,73,0.74,17.95,Nintendo Wii,T,2008
The House of the Dead 2 & 3 Return,2,TRUE,Action,Sega,66,0.74,17.95,Nintendo Wii,M,2008
Far Cry 2,1,TRUE,Action,Ubisoft,85,0.73,19.95,X360,T,2008
Boom Blox,4,TRUE,"Action,Strategy",EA,85,0.72,24.95,Nintendo Wii,T,2008
Spore Creatures,1,TRUE,"Adventure,Simulation",EA,65,0.7,14.95,Nintendo DS,T,2008
Madden NFL 09,4,TRUE,Sports,EA,68,0.68,14.95,Sony PSP,T,2008
NCAA Football 09,4,TRUE,Sports,EA,83,0.68,14.95,X360,T,2008
MLB 08: The Show,2,TRUE,Sports,Sony,85,0.67,12.95,PlayStation 3,E,2008
Tom Clancy's Rainbow Six: Vegas 2,2,TRUE,Action,Ubisoft,81,0.67,24.95,PlayStation 3,E,2008
Mercenaries 2: World in Flames,1,TRUE,Action,EA,72,0.66,14.95,X360,E,2008
Need for Speed: Undercover,1,TRUE,Racing / Driving,EA,64,0.66,17.95,X360,E,2008
Guitar Hero: Aerosmith,2,TRUE,"Action,Simulation",Activision,70,0.65,14.95,PlayStation 3,M,2008
SoulCalibur IV,2,TRUE,Action,"Namco,Ubisoft",85,0.65,22.95,PlayStation 3,E,2008
Valkyria Chronicles,1,TRUE,"Action,Role-Playing (RPG),Strategy",Sega,86,0.65,24.95,PlayStation 3,T,2008
Harvest Moon: Tree of Tranquility,1,TRUE,"Role-Playing (RPG),Simulation",,65,0.62,34.95,Nintendo Wii,M,2008
Star Wars: The Clone Wars - Jedi Alliance,1,TRUE,"Action,Adventure",,68,0.6,17.95,Nintendo DS,T,2008
Need for Speed: Undercover,1,TRUE,Racing / Driving,EA,59,0.59,17.95,PlayStation 3,E,2008
Wario Land: Shake It!,1,TRUE,Action,Nintendo,78,0.59,19.95,Nintendo Wii,T,2008
NBA 2K9,7,TRUE,Sports,2K,82,0.58,14.95,PlayStation 3,E,2008
Major League Baseball 2K9,1,TRUE,Sports,2K,64,0.58,14.95,X360,E,2008
NCAA Football 09,4,TRUE,Sports,EA,81,0.56,14.95,PlayStation 3,E,2008
Kung Fu Panda,1,TRUE,Action,Activision,71,0.56,17.95,Nintendo DS,E,2008
Devil May Cry 4,1,TRUE,Action,Capcom,84,0.56,19.95,PlayStation 3,T,2008
Tom Clancy's EndWar,1,TRUE,Strategy,Ubisoft,77,0.56,16.95,X360,E,2008
LEGO Batman: The Videogame,1,TRUE,Action,,73,0.54,17.95,Sony PSP,M,2008
BioShock,1,TRUE,Action,2K,94,0.53,17.95,PlayStation 3,E,2008
Bully: Scholarship Edition,1,TRUE,"Action,Adventure",Rockstar,80,0.53,17.95,X360,T,2008
Prince of Persia,1,TRUE,Action,Ubisoft,81,0.53,16.95,X360,T,2008
Kung Fu Panda,4,TRUE,Action,Activision,70,0.52,16.95,Nintendo Wii,E,2008
Sonic Chronicles: The Dark Brotherhood,1,TRUE,"Action,Role-Playing (RPG)",Sega,74,0.52,17.95,Nintendo DS,E,2008
Chrono Trigger,2,TRUE,Role-Playing (RPG),SquareEnix,92,0.51,17.95,Nintendo DS,T,2008
Tomb Raider: Underworld,1,TRUE,Action,Eidos,76,0.51,17.95,X360,E,2008
skate it,4,TRUE,"Action,Sports",EA,70,0.5,39.95,Nintendo Wii,T,2008
The Legendary Starfy,1,TRUE,"Action,Adventure",Nintendo,75,0.5,24.95,Nintendo DS,E,2008
Mirror's Edge,1,TRUE,Action,EA,79,0.5,14.95,X360,T,2008
Haze,2,TRUE,Action,Ubisoft,55,0.49,12.95,PlayStation 3,T,2008
Dissidia: Final Fantasy,1,TRUE,"Action,Role-Playing (RPG)",SquareEnix,79,0.49,17.95,Sony PSP,T,2008
Sid Meier's Civilization: Revolution,1,TRUE,Strategy,2K,84,0.49,24.95,X360,T,2008
Wall-E,4,TRUE,Action,THQ,51,0.48,17.95,Nintendo Wii,E,2008
Prince of Persia,1,TRUE,Action,Ubisoft,85,0.48,17.95,PlayStation 3,T,2008
NHL 09 ,1,TRUE,Sports,EA,88,0.48,14.95,X360,E,2008
Brothers in Arms: Hell's Highway,1,TRUE,Action,Ubisoft,76,0.47,17.95,X360,E,2008
Shaun White Snowboarding,1,TRUE,Sports,Ubisoft,60,0.47,14.95,X360,T,2008
Turok,1,TRUE,Action,,69,0.47,14.95,X360,E,2008
Iron Man,1,TRUE,Action,Sega,44,0.46,16.95,Sony PSP,E,2008
De Blob,4,TRUE,Action,THQ,82,0.45,16.95,Nintendo Wii,M,2008
Sonic Riders: Zero Gravity,4,TRUE,Racing / Driving,Sega,56,0.45,16.95,Nintendo Wii,T,2008
Rhythm Heaven,1,TRUE,Action,Nintendo,83,0.45,24.95,Nintendo DS,T,2008
Tomb Raider: Underworld,1,TRUE,Action,Eidos,75,0.44,17.95,PlayStation 3,T,2008
Advance Wars: Days of Ruin,4,TRUE,Strategy,Nintendo,86,0.43,17.95,Nintendo DS,E,2008
